Employee_ID,Employee_Name,Job_Title,Hire_Date,Salary,Work_Location,Employment_Status
9893,Akash,Graphic Designer,09-07-2018,265705,Kolkata,On Leave
9894,Sakshi,Intern,21-08-2018,63799,Singapore,Full-Time
9895,Sneha,Content Writer,30-07-2023,253060,Sydney,Probation
9896,Swati,Business Analyst,07-04-2007,157967,Indore,On Leave
9897,Komal,Intern,13-11-2000,35180,Paris,On Leave
9898,Pooja,Team Lead,05-06-2015,80083,Nagpur,Retired
9899,Varun,Customer Support Specialist,05-04-2003,135510,New York,On Leave
9900,Seema,Quality Assurance Engineer,20-12-2001,186013,Chennai,Freelance
9901,Pankaj,Financial Analyst,13-06-2014,109027,Toronto,Internship
9902,Harsh,System Administrator,17-06-2022,79237,Kolkata,Contract
9903,Suresh,Team Lead,21-04-2010,270765,Sydney,Part-Time
9904,Pallavi,Content Writer,15-12-2025,26381,Dubai,Contract
9905,Sunil,Business Analyst,10-09-2002,206815,Tokyo,On Leave
9906,Neha,Chief Technology Officer (CTO),01-01-2009,111691,Toronto,Freelance
9907,Sakshi,Content Writer,06-07-2000,163798,Jaipur,Retired
9908,Rakesh,UI/UX Designer,12-02-2009,287547,Delhi,Full-Time
9909,Sonali,Machine Learning Engineer,13-11-2000,225012,Nagpur,Internship
9911,Gaurav,Business Analyst,17-04-2013,184670,Kolkata,On Leave
9913,Seema,Cloud Engineer,23-02-2008,146138,Thiruvananthapuram,Internship
9914,Karan,Legal Advisor,25-05-2001,55243,Sydney,Freelance
9915,Komal,Financial Analyst,23-12-2018,92958,Bengaluru,Part-Time
9916,Ishita,Software Engineer,05-03-2014,284492,San Francisco,Probation
9917,Harsh,Intern,29-07-2025,78528,Toronto,Freelance
9918,Shreya,UI/UX Designer,20-11-2024,244505,Berlin,Resigned
9919,Neha,Chief Financial Officer (CFO),12-11-2014,233090,Tokyo,Terminated
9920,Tina,Operations Manager,26-12-2015,215576,Thiruvananthapuram,Full-Time
9921,Farhan,Marketing Executive,01-08-2012,273930,San Francisco,Internship
9922,Vivek,Software Engineer,02-11-2024,198216,Nagpur,Terminated
9923,Harsh,Cloud Engineer,22-02-2010,298592,New York,Probation
9924,Rahul,Software Engineer,30-01-2004,49140,Bengaluru,Contract
9925,Anita,Quality Assurance Engineer,26-12-2017,140098,Berlin,Internship
9927,Shreya,Graphic Designer,30-01-2007,225754,Sydney,Probation
9928,Sneha,Product Manager,26-03-2012,234192,Coimbatore,Retired
9929,Mohit,Marketing Executive,16-06-2015,200877,Tokyo,Resigned
9930,Mohit,Technical Architect,10-12-2019,83747,Tokyo,Full-Time
9931,Manoj,Chief Technology Officer (CTO),07-06-2012,262216,Kolkata,Resigned
9932,Chirag,Graphic Designer,24-11-2007,271659,Berlin,Retired
9934,Seema,Content Writer,06-01-2001,216159,Sydney,Resigned
9935,Swati,IT Support,15-08-2024,169993,Chennai,Probation
9937,Anjali,DevOps Engineer,01-06-2016,213160,Mumbai,Probation
9938,Pankaj,Customer Support Specialist,09-04-2004,166627,Tokyo,On Leave
9939,Alok,Chief Executive Officer (CEO),02-11-2001,31766,Gurgaon,Freelance
9940,Sakshi,Marketing Executive,02-05-2000,75963,Singapore,Terminated
9941,Karan,Quality Assurance Engineer,12-05-2010,248457,Indore,Terminated
9942,Alok,Financial Analyst,23-01-2012,263118,Tokyo,Part-Time
9943,Pooja,Technical Architect,10-12-2018,87482,Lucknow,Full-Time
9944,Rakesh,Cloud Engineer,05-12-2001,231261,Singapore,Resigned
9945,Divya,Content Writer,29-04-2010,298580,Indore,Full-Time
9947,Meena,IT Support,10-10-2020,98746,London,On Leave
9948,Divya,Machine Learning Engineer,04-05-2007,170623,Chennai,Internship
9949,Chirag,Chief Technology Officer (CTO),08-12-2021,180343,Lucknow,Contract
9952,Neha,HR Manager,13-04-2001,245186,Tokyo,Freelance
9953,Sonali,UI/UX Designer,11-12-2025,141366,Toronto,Resigned
9954,Nitin,Technical Architect,12-11-2001,42659,Sydney,Freelance
9955,Arjun,Sales Manager,17-10-2010,92089,Chandigarh,On Leave
9956,Shreya,Graphic Designer,29-10-2025,204474,Coimbatore,Full-Time
9957,Pankaj,UI/UX Designer,12-12-2004,54645,Indore,Retired
9958,Lokesh,Technical Architect,27-10-2010,202464,New York,Contract
9959,Lokesh,Cloud Engineer,05-07-2008,180193,Bengaluru,Freelance
9961,Sanjay,Team Lead,08-05-2011,245200,Coimbatore,Part-Time
9962,Alok,Research Scientist,02-04-2022,58942,Hyderabad,Resigned
9963,Pankaj,Machine Learning Engineer,11-03-2008,77273,Sydney,Full-Time
9964,Sunil,Chief Financial Officer (CFO),27-03-2007,119831,Tokyo,Probation
9965,Ritu,Chief Financial Officer (CFO),15-01-2008,71090,Lucknow,Terminated
9966,Swati,Chief Executive Officer (CEO),17-11-2008,236269,Hyderabad,Part-Time
9967,Varun,Graphic Designer,10-07-2014,150956,Singapore,Full-Time
9968,Chirag,IT Support,29-09-2012,111687,Indore,Part-Time
9970,Sonali,DevOps Engineer,02-07-2014,284264,Lucknow,Contract
9971,Pooja,Technical Architect,26-12-2014,253873,Thiruvananthapuram,Part-Time
9972,Akash,Accountant,21-04-2003,211658,Paris,Terminated
9973,Ishita,Marketing Executive,28-03-2021,164246,Delhi,On Leave
9974,Lokesh,Chief Financial Officer (CFO),29-08-2008,197796,Sydney,Freelance
9975,Priya,Financial Analyst,10-09-2024,83949,Chandigarh,Part-Time
9976,Rahul,Content Writer,05-01-2014,145323,New York,Freelance
9977,Shreya,Chief Financial Officer (CFO),10-06-2009,180988,Coimbatore,Part-Time
9978,Shreya,Project Coordinator,11-08-2023,145728,London,Probation
9980,Shreya,Data Analyst,26-01-2020,150822,Jaipur,Internship
9981,Chirag,Sales Manager,28-06-2017,235218,Thiruvananthapuram,Internship
9982,Sneha,Sales Manager,02-08-2023,84658,Berlin,Freelance
9985,Raj,Product Manager,18-11-2015,125144,San Francisco,Part-Time
9986,Varun,Business Analyst,14-05-2002,240469,Jaipur,Probation
9987,Harsh,HR Manager,08-05-2000,135073,Indore,On Leave
9988,Priya,Financial Analyst,15-12-2002,236729,Paris,Retired
9989,Farhan,Content Writer,05-01-2024,80336,Nagpur,Retired
9991,Manoj,Sales Manager,27-01-2014,290798,Nagpur,Part-Time
9992,Karan,Graphic Designer,29-04-2010,178877,Gurgaon,Internship
9993,Jyoti,Technical Architect,21-09-2022,255897,Thiruvananthapuram,Retired
9994,Nitin,Chief Executive Officer (CEO),24-09-2001,298334,Chennai,Full-Time
9995,Suresh,Sales Manager,07-01-2004,126903,Berlin,Retired
9996,Meena,Accountant,28-12-2001,38216,Dubai,Resigned
9997,Neha,Chief Executive Officer (CEO),23-02-2023,21965,Coimbatore,Internship
9998,Anita,Financial Analyst,25-07-2006,65836,Kolkata,Probation
9999,Rahul,Content Writer,13-02-2009,128328,Gurgaon,Freelance
10000,Sonali,Accountant,29-06-2007,92618,Coimbatore,Contract
10001,Sonali,Chief Financial Officer (CFO),18-04-2010,44363,Delhi,Retired
10002,Lokesh,Sales Manager,30-12-2014,17928,Nagpur,Retired
10003,Jyoti,Research Scientist,30-03-2017,258120,Nagpur,Freelance
10004,Rahul,Project Coordinator,25-07-2010,281587,Toronto,Freelance
10005,Shreya,Customer Support Specialist,08-08-2002,144529,Tokyo,Retired
10006,Chirag,Technical Architect,08-05-2020,293243,Indore,On Leave
10007,Pooja,Product Manager,19-12-2011,186033,Berlin,Retired
10008,Ajay,Project Coordinator,25-09-2009,174833,Kolkata,Terminated
10009,Nisha,Research Scientist,27-06-2012,215854,Sydney,Resigned
10010,Akash,Recruiter,23-06-2001,242252,Thiruvananthapuram,Resigned
10011,Rakesh,Research Scientist,09-01-2000,168219,London,Resigned
10012,Rahul,DevOps Engineer,04-12-2010,218048,Noida,Internship
10013,Vikas,Machine Learning Engineer,06-07-2012,244470,Ahmedabad,Terminated
10014,Seema,Chief Financial Officer (CFO),12-07-2006,112692,Nagpur,Resigned
10015,Rakesh,Product Manager,04-10-2017,216143,Kolkata,Internship
10016,Anita,Business Analyst,18-03-2021,81426,Toronto,Contract
10017,Varun,Accountant,09-11-2023,252049,Noida,Resigned
10018,Rekha,Research Scientist,05-05-2004,62107,Lucknow,Full-Time
10019,Sakshi,DevOps Engineer,04-09-2018,253382,Kolkata,On Leave
10021,Deepak,Marketing Executive,11-07-2020,112249,Pune,Part-Time
10023,Vikas,Graphic Designer,08-01-2019,47714,Singapore,Full-Time
10024,Rahul,Chief Executive Officer (CEO),05-11-2012,123914,Coimbatore,Contract
10026,Maya,Accountant,26-10-2011,72167,Mumbai,Internship
10027,Seema,Operations Manager,02-05-2013,181207,Berlin,Contract
10028,Sunil,Software Engineer,30-08-2004,230181,Kolkata,Retired
10029,Varun,Software Engineer,29-12-2021,129906,Berlin,Internship
10030,Ishita,System Administrator,21-09-2021,208483,Thiruvananthapuram,Internship
10031,Farhan,Cloud Engineer,16-04-2003,74953,Lucknow,Contract
10033,Mohit,Product Manager,20-04-2017,61082,Singapore,Freelance
10034,Rekha,Chief Financial Officer (CFO),17-10-2011,107939,Berlin,Full-Time
10035,Rahul,IT Support,04-04-2020,55627,Toronto,Resigned
10036,Komal,Recruiter,07-08-2016,37920,Sydney,On Leave
10037,Nisha,DevOps Engineer,18-09-2020,136505,Pune,Internship
10038,Tina,DevOps Engineer,13-08-2001,137507,Indore,Contract
10039,Nisha,Recruiter,21-11-2006,61587,Gurgaon,Part-Time
10040,Rohan,IT Support,05-03-2015,220619,San Francisco,Part-Time
10041,Jyoti,Project Coordinator,10-08-2013,72791,Dubai,Probation
10043,Pankaj,Customer Support Specialist,28-09-2025,120910,Berlin,Full-Time
10044,Chirag,UI/UX Designer,17-09-2017,262277,Bengaluru,Full-Time
10045,Deepak,Graphic Designer,16-01-2021,36733,New York,Part-Time
10046,Nisha,Legal Advisor,20-11-2012,253663,London,Retired
10047,Deepak,DevOps Engineer,12-11-2019,246409,Noida,Freelance
10048,Gaurav,Project Coordinator,10-03-2015,152116,Berlin,Resigned
10049,Nisha,Marketing Executive,16-01-2025,72559,Indore,Terminated
10050,Jyoti,Team Lead,25-10-2007,173752,Delhi,Internship
10052,Meena,UI/UX Designer,22-08-2017,195079,Chennai,Probation
10053,Priya,Research Scientist,10-05-2020,282806,Delhi,Contract
10055,Amit,Team Lead,14-12-2013,112806,Nagpur,On Leave
10057,Kavita,Cloud Engineer,22-01-2004,52519,Dubai,Contract
10058,Manoj,Business Analyst,20-04-2007,135914,Sydney,Full-Time
10059,Sakshi,Graphic Designer,31-01-2010,98798,Lucknow,Resigned
10060,Karan,Research Scientist,06-01-2011,104763,Kolkata,Internship
10061,Arjun,Business Analyst,08-03-2011,208902,Gurgaon,Probation
10062,Pankaj,UI/UX Designer,08-03-2015,184754,San Francisco,Resigned
10063,Akash,Software Engineer,23-06-2005,226457,Kolkata,On Leave
10064,Alok,UI/UX Designer,09-07-2000,216032,Sydney,Contract
10065,Amit,Team Lead,18-11-2000,96411,New York,Retired
10066,Rahul,Chief Financial Officer (CFO),23-11-2023,73899,Lucknow,Probation
10067,Vivek,Product Manager,19-11-2014,68942,Toronto,Terminated
10068,Ishita,Chief Executive Officer (CEO),17-11-2021,153620,Chandigarh,On Leave
10069,Manoj,Machine Learning Engineer,05-02-2019,211605,Thiruvananthapuram,Contract
10071,Akash,Customer Support Specialist,05-04-2008,156068,Berlin,Internship
10072,Vikas,Chief Executive Officer (CEO),13-06-2015,115651,Coimbatore,Part-Time
10074,Anita,DevOps Engineer,04-02-2012,199317,Singapore,On Leave
10075,Sunil,Chief Technology Officer (CTO),24-09-2018,53903,Singapore,Part-Time
10077,Sanjay,Research Scientist,30-09-2021,220631,Nagpur,Probation
10078,Harsh,Product Manager,25-04-2020,156809,Bengaluru,Freelance
10080,Tina,Financial Analyst,26-06-2017,225588,Thiruvananthapuram,Probation
10081,Pooja,System Administrator,09-03-2018,32131,Berlin,Full-Time
10082,Rakesh,Cloud Engineer,06-10-2023,150213,Nagpur,Probation
10083,Chirag,Accountant,06-09-2023,241467,Delhi,Contract
10084,Maya,IT Support,21-12-2002,106279,Singapore,Contract
10085,Tina,Chief Financial Officer (CFO),15-06-2020,178729,San Francisco,Retired
10086,Vivek,Team Lead,05-06-2025,55240,Nagpur,Probation
10087,Sneha,Recruiter,21-05-2020,51153,Bengaluru,Probation
10088,Raj,Customer Support Specialist,21-02-2022,104582,Dubai,Contract
10089,Ritu,Financial Analyst,06-12-2004,108382,Indore,Retired
10090,Lokesh,Cloud Engineer,23-07-2013,173441,Chandigarh,Resigned
10091,Swati,Graphic Designer,20-11-2015,83663,Gurgaon,Full-Time
10092,Priya,Chief Financial Officer (CFO),24-06-2021,216299,Lucknow,Probation
10093,Lokesh,Accountant,12-03-2017,286993,Kolkata,On Leave
10094,Priya,IT Support,13-09-2019,220197,Delhi,Contract
10096,Akash,Cloud Engineer,06-04-2021,193039,Nagpur,Terminated
10097,Vikas,Research Scientist,07-10-2006,218749,San Francisco,Full-Time
10098,Sonali,Content Writer,24-12-2012,256194,Toronto,Full-Time
10099,Anjali,Data Analyst,22-03-2016,138452,Kolkata,Freelance
10100,Sakshi,Quality Assurance Engineer,25-09-2004,106150,Singapore,Terminated
10101,Harsh,Accountant,18-06-2020,108909,Paris,On Leave
10102,Kavita,Team Lead,22-09-2002,174664,San Francisco,Part-Time
10103,Farhan,Intern,05-11-2025,251327,Kolkata,Freelance
10104,Meena,Content Writer,25-02-2004,57787,Coimbatore,Terminated
10106,Harsh,Research Scientist,10-03-2016,218390,New York,Part-Time
10107,Rakesh,Quality Assurance Engineer,21-02-2004,235026,Coimbatore,Part-Time
10108,Kavita,Cloud Engineer,10-04-2007,31465,Jaipur,Resigned
10109,Harsh,Business Analyst,23-03-2022,118848,Sydney,Part-Time
10110,Neha,Sales Manager,17-11-2008,41809,Jaipur,Contract
10111,Sanjay,Chief Executive Officer (CEO),13-01-2018,42666,Thiruvananthapuram,Freelance
10112,Harsh,System Administrator,25-01-2007,86382,Thiruvananthapuram,Contract
10114,Gaurav,Cloud Engineer,11-03-2025,204435,Coimbatore,Retired
10115,Shreya,Operations Manager,16-10-2019,171245,San Francisco,Resigned
10116,Vivek,UI/UX Designer,16-01-2023,63849,Hyderabad,Part-Time
10117,Rekha,Intern,20-07-2010,251313,Chandigarh,Terminated
10118,Akash,Operations Manager,21-08-2022,84126,Indore,Full-Time
10119,Farhan,Cloud Engineer,06-06-2011,49571,Paris,On Leave
10120,Manoj,Quality Assurance Engineer,07-02-2004,103822,Chennai,Retired
10122,Nitin,Recruiter,18-05-2017,199039,Berlin,Probation
10123,Rakesh,IT Support,11-05-2024,37421,Toronto,Terminated
10124,Maya,Cloud Engineer,01-01-2015,72998,Coimbatore,Internship
10125,Farhan,Customer Support Specialist,11-09-2000,58252,Chandigarh,Terminated
10126,Varun,Graphic Designer,11-12-2022,215257,Singapore,Terminated
10127,Tina,UI/UX Designer,21-08-2013,155776,Ahmedabad,On Leave
10129,Maya,Marketing Executive,10-09-2018,185110,Coimbatore,Resigned
10130,Anjali,HR Manager,07-03-2009,191665,Mumbai,Probation
10131,Raj,Graphic Designer,30-10-2004,168988,Jaipur,Probation
10134,Chirag,Chief Technology Officer (CTO),15-05-2019,149034,Tokyo,Part-Time
10136,Swati,Machine Learning Engineer,13-09-2018,117066,Lucknow,Resigned
10137,Ajay,Operations Manager,21-05-2008,37432,London,Terminated
10138,Neha,HR Manager,15-01-2019,281602,Pune,On Leave
10139,Sanjay,Chief Financial Officer (CFO),05-07-2019,136447,Lucknow,Part-Time
10141,Rahul,Product Manager,24-12-2007,126804,Toronto,Full-Time
10142,Neha,Recruiter,28-10-2014,292041,Thiruvananthapuram,Contract
10143,Varun,Sales Manager,28-02-2014,145853,Coimbatore,Terminated
10145,Komal,IT Support,17-06-2002,98021,New York,Part-Time
10146,Varun,Financial Analyst,15-10-2021,31598,Mumbai,Terminated
10147,Arjun,Technical Architect,28-01-2012,199693,Singapore,Full-Time
10148,Varun,Operations Manager,09-10-2014,46238,Sydney,Probation
10149,Vivek,DevOps Engineer,13-07-2012,210322,Nagpur,On Leave
10151,Mohit,Research Scientist,22-07-2006,211628,Noida,Terminated
10154,Nisha,Intern,26-04-2003,85663,Ahmedabad,Part-Time
10155,Chirag,Machine Learning Engineer,12-08-2007,110659,Tokyo,Resigned
10156,Jyoti,Chief Executive Officer (CEO),23-05-2003,290342,Mumbai,On Leave
10157,Tina,Recruiter,02-09-2015,253082,Mumbai,Part-Time
10158,Ajay,Recruiter,16-03-2016,45412,Pune,Probation
10159,Gaurav,Graphic Designer,31-03-2009,245687,Mumbai,Freelance
10160,Harsh,System Administrator,05-08-2008,279018,Singapore,Contract
10161,Pankaj,Legal Advisor,03-03-2002,295954,San Francisco,Retired
10162,Anjali,Customer Support Specialist,03-07-2008,141491,Noida,Retired
10165,Karan,Legal Advisor,25-01-2015,136143,Tokyo,Resigned
10166,Rekha,Data Analyst,07-10-2021,253471,Sydney,Part-Time
10167,Arjun,UI/UX Designer,15-06-2023,185006,Paris,Part-Time
10169,Neha,Technical Architect,26-05-2017,182508,Chandigarh,On Leave
10170,Suresh,Team Lead,30-07-2010,91460,Noida,Freelance
10171,Gaurav,Business Analyst,09-07-2006,20216,Tokyo,Terminated
10172,Sakshi,Graphic Designer,02-01-2019,100986,Jaipur,Full-Time
10173,Manoj,Research Scientist,22-04-2001,109031,Indore,Freelance
10174,Deepak,Content Writer,19-04-2017,55722,Singapore,Full-Time
10175,Rekha,Legal Advisor,03-12-2000,296193,Gurgaon,Resigned
10177,Chirag,Research Scientist,12-12-2008,147378,Mumbai,On Leave
10178,Meena,Operations Manager,07-04-2004,147490,Lucknow,Retired
10179,Nisha,IT Support,01-01-2016,285322,Chennai,Retired
10180,Rakesh,Graphic Designer,30-07-2004,180269,Singapore,Resigned
10181,Akash,Team Lead,06-10-2000,46061,Thiruvananthapuram,Probation
10182,Pallavi,Technical Architect,14-06-2002,20114,Nagpur,Full-Time
10184,Deepak,Recruiter,13-09-2019,15972,Nagpur,Retired
10185,Rakesh,Chief Technology Officer (CTO),17-04-2005,71393,Hyderabad,Full-Time
10186,Rakesh,Machine Learning Engineer,23-01-2005,141038,Gurgaon,Part-Time
10187,Chirag,Quality Assurance Engineer,13-07-2025,259282,Chandigarh,Full-Time
10188,Meena,Chief Technology Officer (CTO),15-07-2018,276522,Gurgaon,Part-Time
10190,Vikas,Business Analyst,25-12-2006,177866,Toronto,Full-Time
10191,Sonali,Graphic Designer,04-10-2024,199076,Coimbatore,Resigned
10192,Kavita,Project Coordinator,30-10-2004,121758,Ahmedabad,Contract
10193,Ritu,Chief Technology Officer (CTO),13-08-2013,244885,Kolkata,Part-Time
10194,Vikas,Software Engineer,19-12-2013,107890,Lucknow,Resigned
10195,Rahul,Project Coordinator,11-01-2003,286713,Delhi,Part-Time
10196,Divya,Research Scientist,05-02-2017,262413,Lucknow,On Leave
10198,Pallavi,Recruiter,04-02-2024,279892,Mumbai,Resigned
10199,Rakesh,Sales Manager,29-01-2016,230176,Chandigarh,Contract
10200,Rohan,HR Manager,26-01-2006,157851,Sydney,Contract
10201,Akash,Chief Technology Officer (CTO),20-06-2019,23285,Jaipur,Retired
10202,Ravi,Content Writer,22-08-2016,33969,Paris,Full-Time
10203,Rahul,Research Scientist,08-06-2022,218092,Chennai,On Leave
10204,Anita,Legal Advisor,21-09-2008,190499,Toronto,Full-Time
10205,Pooja,Team Lead,11-07-2003,272522,Chennai,Part-Time
10206,Rahul,Team Lead,22-04-2020,234934,New York,Freelance
10207,Kavita,Graphic Designer,04-12-2018,64917,Nagpur,Contract
10208,Karan,Marketing Executive,08-12-2010,61979,Kolkata,Resigned
10209,Ajay,Chief Executive Officer (CEO),19-12-2005,88898,Tokyo,Freelance
10210,Tina,Technical Architect,26-09-2019,152620,Indore,Freelance
10211,Sunil,Content Writer,14-12-2016,186517,Chennai,Internship
10212,Sneha,Product Manager,10-06-2007,174387,Dubai,Part-Time
10213,Swati,Sales Manager,20-09-2011,85365,New York,Internship
10215,Ravi,UI/UX Designer,13-03-2012,132327,Chandigarh,Terminated
10216,Nisha,Content Writer,30-03-2024,152846,Noida,Retired
10217,Sneha,Content Writer,02-01-2017,65990,Jaipur,Freelance
10219,Rakesh,Cloud Engineer,15-12-2016,30379,Delhi,Probation
10220,Meena,Customer Support Specialist,19-01-2009,200942,Chennai,On Leave
10221,Maya,Legal Advisor,23-07-2003,268143,Indore,Resigned
10222,Rahul,Recruiter,20-02-2003,105833,Mumbai,Terminated
10223,Rohan,HR Manager,23-01-2006,180950,Singapore,Contract
10225,Deepak,Chief Financial Officer (CFO),02-03-2008,48518,Chennai,On Leave
10227,Lokesh,Sales Manager,21-08-2002,276996,Bengaluru,Internship
10228,Karan,Marketing Executive,18-07-2023,264694,Pune,Probation
10229,Nisha,Project Coordinator,01-11-2002,265179,Chennai,Contract
10231,Pooja,Project Coordinator,31-07-2013,138790,Singapore,Full-Time
10232,Suresh,HR Manager,27-10-2016,20925,Berlin,Full-Time
10233,Priya,Machine Learning Engineer,13-12-2005,101594,Chandigarh,Part-Time
10234,Rahul,UI/UX Designer,17-11-2000,18764,Bengaluru,On Leave
10235,Farhan,DevOps Engineer,14-12-2023,55723,Chennai,Part-Time
10236,Divya,System Administrator,26-05-2018,219160,Chandigarh,Part-Time
10238,Ajay,Data Analyst,27-04-2012,143204,New York,Part-Time
10239,Akash,Financial Analyst,17-10-2006,128669,Dubai,Probation
10240,Vikas,DevOps Engineer,04-03-2016,196719,Lucknow,Retired
10241,Sanjay,Sales Manager,01-01-2016,134960,Paris,Freelance
10243,Sneha,Research Scientist,09-04-2012,27761,Nagpur,Freelance
10245,Chirag,Technical Architect,09-11-2004,230766,Singapore,Contract
10247,Pooja,Product Manager,23-01-2012,71148,Ahmedabad,Internship
10248,Anita,System Administrator,11-01-2010,236718,Coimbatore,Resigned
10249,Suresh,Technical Architect,19-07-2006,212033,San Francisco,Terminated
10250,Arjun,Technical Architect,29-02-2024,20525,New York,Part-Time
10251,Sanjay,Recruiter,28-04-2016,81205,Noida,Internship
10253,Maya,System Administrator,17-08-2003,59435,Chandigarh,Full-Time
10255,Kavita,Research Scientist,22-10-2024,143642,Mumbai,Retired
10257,Meena,Chief Technology Officer (CTO),27-04-2003,198906,Chandigarh,On Leave
10258,Ishita,Data Analyst,19-07-2009,226173,Chennai,Contract
10262,Nitin,Content Writer,26-04-2019,286188,Sydney,Internship
10263,Ajay,Marketing Executive,05-05-2023,233916,Singapore,Internship
10264,Tina,Business Analyst,24-04-2006,176691,London,Contract
10265,Seema,Content Writer,21-03-2006,155158,Berlin,Probation
10266,Rakesh,Content Writer,10-11-2004,121691,Kolkata,Part-Time
10267,Ishita,Software Engineer,28-06-2001,138774,Toronto,Resigned
10268,Chirag,Content Writer,02-02-2017,168147,Ahmedabad,Full-Time
10271,Pooja,Content Writer,12-02-2004,44076,Gurgaon,Resigned
10272,Ravi,DevOps Engineer,30-12-2007,129054,Toronto,Resigned
10273,Anita,Recruiter,17-05-2012,79051,London,Internship
10274,Harsh,Chief Financial Officer (CFO),02-03-2011,260902,Delhi,Internship
10275,Harsh,Team Lead,13-10-2024,205400,Gurgaon,Part-Time
10276,Meena,UI/UX Designer,18-07-2017,93096,Sydney,Terminated
10277,Ishita,IT Support,12-09-2000,26970,Mumbai,Retired
10278,Pankaj,IT Support,16-11-2001,111672,Sydney,Full-Time
10279,Rekha,Project Coordinator,18-06-2013,290172,Sydney,Probation
10281,Lokesh,Machine Learning Engineer,11-07-2003,124671,Noida,Freelance
10282,Rekha,DevOps Engineer,04-11-2004,129736,San Francisco,Retired
10283,Karan,Financial Analyst,02-07-2013,261076,Pune,Freelance
10284,Alok,Business Analyst,26-03-2020,50905,New York,Retired
10286,Raj,IT Support,04-06-2023,167189,Mumbai,Contract
10287,Divya,Legal Advisor,11-12-2008,117749,Coimbatore,Contract
10288,Chirag,Financial Analyst,01-06-2024,153659,New York,Probation
10290,Sneha,System Administrator,17-01-2017,88854,Sydney,Probation
10291,Meena,Content Writer,10-11-2003,94707,Noida,Resigned
10292,Harsh,Machine Learning Engineer,19-09-2004,121614,New York,Part-Time
10293,Farhan,DevOps Engineer,02-08-2022,226293,Berlin,Freelance
10294,Harsh,Data Analyst,30-12-2010,255160,Singapore,Freelance
10295,Seema,HR Manager,07-02-2015,139305,Chandigarh,Probation
10296,Rahul,Research Scientist,13-03-2024,137458,Pune,Internship
10297,Komal,Chief Financial Officer (CFO),29-05-2017,110717,Bengaluru,Contract
10298,Suresh,UI/UX Designer,20-10-2001,275203,Coimbatore,Full-Time
10301,Suresh,Financial Analyst,01-02-2008,230816,Coimbatore,Full-Time
10302,Seema,Project Coordinator,29-08-2007,260010,New York,Terminated
10303,Shreya,Marketing Executive,09-07-2007,280810,Berlin,Terminated
10304,Vivek,Chief Technology Officer (CTO),07-08-2006,235969,Ahmedabad,Contract
10307,Sunil,Chief Executive Officer (CEO),24-11-2010,256571,Chennai,On Leave
10308,Chirag,Recruiter,30-11-2005,291533,Chandigarh,Terminated
10310,Farhan,Accountant,18-03-2022,189269,Coimbatore,Part-Time
10311,Maya,Project Coordinator,15-03-2009,51536,Lucknow,Probation
10312,Manoj,Intern,25-10-2019,244538,Dubai,Internship
10313,Ishita,Chief Executive Officer (CEO),14-09-2008,101525,Thiruvananthapuram,Freelance
10314,Farhan,Data Analyst,03-08-2020,288505,Jaipur,Contract
10315,Ravi,Recruiter,22-02-2008,33732,Coimbatore,Resigned
10317,Anita,Machine Learning Engineer,21-01-2000,109351,Gurgaon,Terminated
10318,Suresh,UI/UX Designer,06-06-2023,211886,Pune,Terminated
10319,Vikas,Chief Financial Officer (CFO),26-07-2018,284104,San Francisco,Contract
10320,Farhan,Chief Financial Officer (CFO),14-07-2024,250444,Lucknow,Retired
10321,Deepak,Content Writer,04-10-2013,135391,Dubai,Retired
10322,Farhan,Product Manager,16-03-2024,95224,Delhi,On Leave
10324,Amit,Graphic Designer,05-09-2022,72716,Toronto,Contract
10325,Amit,Quality Assurance Engineer,28-09-2004,103847,Tokyo,Contract
10326,Sonali,DevOps Engineer,19-03-2001,265847,Delhi,Retired
10327,Kavita,Financial Analyst,27-11-2012,64336,Berlin,Retired
10328,Rakesh,IT Support,10-07-2005,219147,Sydney,Full-Time
10329,Anjali,Legal Advisor,18-07-2007,250129,Noida,Freelance
10331,Arjun,DevOps Engineer,20-02-2002,233637,Dubai,Contract
10332,Kavita,Customer Support Specialist,13-02-2002,242693,Nagpur,Probation
10334,Komal,Chief Executive Officer (CEO),09-06-2010,144230,Thiruvananthapuram,Terminated
10337,Neha,HR Manager,04-03-2019,288894,Chennai,On Leave
10338,Priya,Accountant,19-12-2012,31473,Chennai,Freelance
10339,Ravi,Business Analyst,27-09-2020,68748,Berlin,Full-Time
10340,Neha,Financial Analyst,12-03-2010,79532,Indore,Retired
10341,Raj,HR Manager,07-07-2011,236409,Delhi,Part-Time
10342,Priya,DevOps Engineer,20-05-2019,196174,Sydney,Internship
10343,Rakesh,System Administrator,17-07-2017,82689,Jaipur,Part-Time
10344,Vikas,UI/UX Designer,20-06-2018,227431,New York,Contract
10345,Shreya,Project Coordinator,16-05-2007,251640,Bengaluru,Probation
10346,Ravi,IT Support,18-11-2012,204666,Ahmedabad,Full-Time
10348,Rohan,Technical Architect,18-11-2015,104410,Toronto,Resigned
10349,Priya,Team Lead,23-02-2025,105091,Berlin,Full-Time
10350,Neha,Research Scientist,19-09-2005,242081,Noida,Freelance
10351,Ritu,Financial Analyst,05-05-2019,215127,Thiruvananthapuram,Retired
10352,Chirag,Financial Analyst,14-03-2005,255107,Chennai,Resigned
10354,Pankaj,Team Lead,01-10-2012,66203,Coimbatore,Retired
